timestamp,timestamp_utc,sequence_number,EMUL_OIL_L_TEMP_PV_VAL0,STAND_OIL_L_TEMP_PV_REAL_VAL0,GEAR_OIL_L_TEMP_PV_REAL_VAL0,EMUL_OIL_L_PR_VAL0,ROD_DIA_MM_VAL0,CAST_NUMBER_MIS_VAL0,STAND_OIL_L_TEMP_SP_VAL0,REELA_ROD_TEMP_VAL0,REELB_ROD_TEMP_VAL0,QUENCH_CW_FLOW_EXIT_VAL0,CAST_WHEEL_RPM_VAL0,EMUL_OIL_L_TEMP_PV_I_VAL0,BAR_TEMP_VAL0,ROD_TEMP_VAL0,QUENCH_CW_FLOW_ENTRY_VAL0,EMULSION_LEVEL_VAL0,GEAR_OIL_L_PR_VAL0,STANDS_OIL_L_PR_VAL0,TUNDISH_TEMP_VAL0,BATH_TEMP_F7_VAL0,BATH_TEMP_F8_VAL0,RM_MOTOR_COOL_WATER__VAL0,FLANGE_CLAMP_A_PRESS_VAL0,FLANGE_CLAMP_B_PRESS_VAL0,ROLL_MILL_AMPS_VAL0,RM_COOL_WATER_FLOW_VAL0,CCW_LEVEL_VAL0,EMULSION_LEVEL_ANALO_VAL0
37:43.8,07:43.8,153405,60.40422058,55.1774292,59.89671326,1.65363121,9.5,858332,55,16.06938744,1,10.47980739,2.020202637,60,563.9813232,-2.5,305.3463892,4255.457031,1.916164398,1.671754837,750.7255859,18.41381836,809.3395996,1.194068909,2.127166748,0.5069580078,348.6743164,209.1972046,745,1146.69458
46:26.6,16:26.6,153406,60.38078308,55.56297302,60.08599854,1.634893417,9.5,858332,55,16.07504845,1,10.54430761,2.019598484,60,569.5323486,-2.5,303.416151,4265.81543,1.910327911,1.672540665,740.2485352,18.43554688,804.6015625,1.163085938,2.13772583,1.063659668,347.5390625,208.9084473,745,1152.85791
56:26.6,26:26.6,153407,60.42585754,54.16362,60.24305725,1.62745285,9.5,858332,55,16.07073402,1,10.45062494,2.015972853,60,559.1229248,-2.5,302.8342821,4268.5625,1.906240463,1.686004639,736.1896973,18.5925293,798.873291,1.202976227,1.917449951,1.222442627,366.081543,208.6989136,745,1144.139404
28:00.5,58:00.5,153408,59.42941284,53.98950195,59.98670959,1.670217514,9.5,858332,55,16.03510475,1,10.50873553,1.539019823,59,457.3778076,-2.5,304.7431579,4274.192383,1.913820267,1.657239914,717.1647949,17.92297363,793.5412598,1.219436646,2.293823242,1.217254639,493.6083984,209.2861938,745,1144.27124
38:00.5,08:00.5,153409,58.97399902,53.31387329,59.85836792,1.640968323,9.5,858332,55,16.06411934,1,10.53858556,2.022216797,59,555.8430176,-2.5,305.5437363,4272.625,1.921974182,1.659362793,724.4763184,17.9498291,789.2607422,1.136068344,2.251190186,1.026123047,364.2651367,209.1953125,745,1147.42749
46:58.5,16:58.5,153410,59.48495483,53.82736206,59.59368896,1.628334045,9.5,858332,55,16.07266808,1,10.55594245,2.037121534,59,574.4924316,-2.5,304.1755306,4274.678711,1.923654556,1.661230087,720.4550781,17.75683594,784.0773926,1.150598526,2.149108887,1.011169434,354.7290039,209.2660522,745,1149.745117
56:58.5,26:58.5,153411,60.14205933,54.5377655,59.7759552,1.62569046,9.5,858332,55,16.07241249,1,10.54885346,2.027252197,60,557.6629639,-2.5,304.0992366,4273.800781,1.914615631,1.660894394,716.2578125,18.02685547,779.6357422,1.180374146,1.958526611,1.225891113,354.5019531,209.4524536,745,1141.106201
05:29.0,35:29.0,153412,59.93516541,55.0125885,59.85873413,1.634239197,9.5,858332,55,16.0717411,1,10.57848097,2.02282095,60,570.8221436,-2.5,303.7752414,4277.597656,1.907646179,1.658288956,712.079834,17.99621582,775.4763184,1.181083679,1.957702637,0.9378356934,371.5307617,209.2841187,745,1145.246338
15:29.0,45:29.0,153413,60.3109436,55.36296082,59.93791199,1.620012283,9.5,858332,55,16.07381248,1,10.55146017,2.035308838,60,544.3394165,-2.5,303.9013808,4269.736328,1.906097412,1.66270256,707.958252,18.03588867,770.3647461,1.19651413,2.266052246,1.185760498,360.0268555,209.2044678,745,1145.163086
23:58.9,53:58.9,153414,60.20210266,55.61105347,59.9940033,1.650575638,9.5,858332,55,16.07052803,1,10.5953928,2.03289175,60,547.3753662,-2.5,303.2101572,4271.808594,1.899339676,1.655986786,704.4384766,17.97106934,765.2460938,1.147151947,2.025695801,1.081481934,393.9331055,208.9397583,745,1143.043945
27:51.1,57:51.1,153415,60.27729797,54.37232971,60.04374695,1.638507843,9.5,858332,55,16.09716606,1,10.59615574,2.033294678,60,564.6723633,-2.5,303.1562427,4273.726563,1.901647568,1.6653862,703.3859863,17.94946289,762.4682617,1.187425613,2.202087402,1.032653809,340.4248047,208.9263306,745,1149.30127
37:51.2,07:51.2,153416,60.44104004,55.41349792,60.1831665,1.629325867,9.5,858332,55,16.07793999,1,10.55835842,2.039941311,60,529.0217285,-2.5,303.6979301,4256.908203,1.904979706,1.668584824,698.5749512,18.06835938,755.3049316,1.153381348,2.181396484,1.207427979,396.809082,209.0333252,745,1140.025391
46:22.9,16:22.9,153417,60.33381653,54.40093994,60.29051208,1.636911392,9.5,858332,55,16.07369804,1,10.51560199,2.033294678,60,536.1977539,-2.5,302.8856534,4226.625977,1.88876152,1.65879631,700.7285156,17.60949707,749.5124512,1.153104782,1.90914917,1.061065674,393.1005859,208.9067383,745,1144.522217
56:22.9,26:22.9,153418,60.4160614,55.41470337,60.45515442,1.619035721,9.5,858332,55,16.0718174,1,10.48365388,2.031079054,60,535.1533813,-2.5,302.7844367,4226.081055,1.896284103,1.665050507,697.0507813,17.99499512,744.4020996,1.144327164,2.026855469,0.7406921387,362.9785156,208.6973877,745,1149.303711
04:55.8,34:55.8,153419,60.44708252,54.23620605,60.59031677,1.637582779,9.5,858332,55,16.07508278,1,10.44070672,2.024029493,60,531.9052734,-2.5,303.0438363,4225.459961,1.890298843,1.668199539,693.6447754,18.36682129,750.5717773,1.186187744,2.134613037,1.125366211,366.7626953,208.2709961,745,1139.977295
14:55.8,44:55.8,153420,59.37484741,55.46896362,60.69763184,1.629110336,9.5,858332,55,16.07350349,1,10.65197752,2.035308838,59,553.3012695,-2.5,299.978852,4227.485352,1.88053894,1.661298752,694.9558105,18.30395508,786.9467773,1.145208359,1.906341553,1.20602417,368.2763672,208.4783936,745,1146.75
23:26.8,53:26.8,153421,59.63310242,53.61627197,60.84208679,1.600906372,9.5,858332,55,16.07177162,1,10.72410714,2.036718845,60,542.7728271,-2.5,300.8150342,4228.913086,1.888917923,1.687908173,697.3432617,19.6484375,791.8862305,1.153959274,1.912963867,1.029907227,396.4306641,209.0718384,745,1149.269775
33:26.8,03:26.8,153422,59.57878113,55.3699646,60.95069885,1.622768402,9.5,858332,55,16.07123756,1,10.6523272,2.02886343,60,591.0080566,-2.5,301.6588458,4229.005859,1.88310051,1.662582397,724.5754395,17.57189941,790.3718262,1.159679413,2.063110352,0.3962097168,325.6665039,209.3795776,745,1140.027832
41:55.6,11:55.6,153423,58.96630859,54.75708008,61.0010376,1.649206161,9.5,858332,55,16.07022667,1,10.69832612,2.031079054,59,582.9324951,-2.5,301.089184,4228.203125,1.868619919,1.65590477,725.5908203,18.62145996,803.1621094,1.195087433,2.192504883,1.060455322,302.6586914,209.4369507,745,1140.181641
51:55.6,21:55.6,153424,58.77290344,55.24874878,61.15966797,1.612327576,9.5,858332,55,16.06892967,1,10.79006966,2.037725925,59,599.7800293,-2.5,300.9101474,4228.197266,1.876123428,1.665723801,738.0603027,18.03955078,800.1333008,1.172771454,1.759857178,1.175689697,281.6943359,209.5171509,745,1146.719482
00:25.7,30:25.7,153425,58.58876038,55.47381592,61.13766479,1.647136688,9.5,858332,55,16.07267189,1,10.73631418,2.037524462,59,597.9753418,-2.5,300.0037747,4229.313477,1.873947144,1.663248062,732.4125977,17.58312988,797.8986816,1.175527573,1.941711426,1.028778076,297.3608398,209.3574829,745,1150.358643
10:25.7,40:25.7,153426,58.39358521,54.23651123,61.13645935,1.661876678,9.5,858334,55,16.0717907,1,10.67009734,2.038531542,58,597.2454834,-2.5,301.0078037,4226.597656,1.869073868,1.678739548,728.3193359,18.00671387,792.3078613,1.183931351,2.096008301,0.3807373047,281.4672852,209.3702393,745,1146.098145
18:58.5,48:58.5,153427,58.60778809,55.1672821,61.10935974,1.628358841,9.5,858334,55,16.07185555,1,10.72401177,2.023626804,59,600.003418,-2.5,301.6873289,4226.71875,1.873121262,1.663675308,727.3034668,18.69909668,789.0092773,1.186683655,2.071258545,0.9715881348,262.6220703,209.3436279,745,1183.111328
28:58.5,58:58.5,153428,59.51544189,55.30661011,61.19348145,1.622541428,9.5,858334,55,16.07185173,1,10.76425685,2.040948391,60,599.9892578,-2.5,301.5917071,4226.024414,1.871829987,1.656787872,722.953125,18.57434082,783.5866699,1.185285568,2.134155273,1.202056885,296.9067383,209.5360107,745,1188.643066
59:50.3,29:50.3,153429,55.55981445,50.22428894,58.63067627,1.640602112,9.5,858334,55,16.06025505,1,10.73392999,1.57446897,56,533.2321777,-2.5,302.6074346,4223.473633,1.95149231,1.651714325,1069.442139,19.20935059,818.6430664,1.219432831,2.12802124,1.078765869,374.4824219,209.5062866,745,1189.109131
00:34.7,30:34.7,153430,55.56929016,50.2313385,58.5821991,1.63392067,9.5,858334,55,16.06724739,1,10.74492904,1.579907179,56,554.2470703,-2.5,302.0337037,4224.095703,1.954269409,1.648475647,1070.228271,19.53979492,818.9428711,1.221225739,2.136199951,1.049072266,414.2919922,209.630188,745,1188.645752
06:53.4,36:53.4,153431,55.26278687,50.0637207,58.3588562,1.641000748,9.5,858334,55,16.06700706,1,10.7086576,1.751715064,55,597.2921143,-2.5,301.9716512,4224.270508,1.964361191,1.658279419,1069.324951,19.05981445,815.190918,1.183429718,2.126068115,1.055969238,342.0898438,209.4653931,745,1188.078857
16:53.4,46:53.4,153432,55.69859314,50.44819641,58.19696045,1.631687164,9.5,858334,55,16.0541935,1,10.75084183,1.753729224,56,582.6634521,-2.5,300.296235,4223.0625,1.962169647,1.662864685,62.10913086,18.88244629,810.6755371,1.204683304,2.247772217,1.207580566,368.7304688,209.6890259,745,1188.48584
26:53.4,56:53.4,153433,56.75382996,51.12762451,58.08378601,1.646841049,9.5,858334,55,16.04941368,1,10.7441661,1.743859887,57,595.5028076,-2.5,301.5159217,4224.131836,1.962480545,1.664054871,735.7092285,19.62487793,804.3469238,1.191537857,2.096954346,0.4904174805,342.7709961,209.527832,745,1187.543701
28:20.1,58:20.1,153434,56.96302795,51.29267883,58.1214447,1.631469727,9.5,858334,55,16.04810524,1,10.70624163,1.750305176,57,597.1291504,-2.5,300.402538,4227.166992,1.970252991,1.659620285,733.6765137,19.03869629,803.765625,1.137744904,2.127075195,0.5888671875,301.1450195,209.5733032,745,1188.212891
37:12.5,07:12.5,153435,57.96435547,51.73617554,58.15254211,1.641828537,9.5,858334,55,16.07458305,1,10.76288992,1.748291016,58,591.4127197,-2.5,300.7656974,4221.373047,1.966165543,1.667964935,731.3361816,19.93066406,814.9040527,1.177103043,2.290466309,1.302124023,340.8032227,209.6347656,745,1188.169189
47:12.5,17:12.5,153436,58.81015015,52.16691589,58.17248535,1.621179581,9.5,858334,55,16.0568943,1,10.82271713,1.75453496,59,592.2724609,-2.5,302.0906699,4223.793945,1.979524612,1.664035797,738.8928223,20.25354004,810.2814941,1.193202972,1.955352783,0.7238464355,348.1445313,209.5215454,745,1187.177246
57:12.5,27:12.5,153437,59.63375854,52.73919678,58.17126465,1.622365952,9.5,858334,55,16.05268288,1,10.69947053,1.764001489,60,584.3017578,-2.5,301.2911088,4222.041016,1.966686249,1.673933029,734.59375,21.07409668,805.7626953,1.160865784,2.060028076,1.174499512,367.8222656,209.6166992,745,1187.697266
58:39.5,28:39.5,153438,59.86480713,52.85079956,58.15240479,1.65725708,9.5,858334,55,16.0512867,1,10.74302169,1.754736304,60,589.8011475,-2.5,301.3104366,4224.204102,1.966129303,1.675199509,733.1850586,21.27575684,805.0063477,1.128822327,2.049285889,1.094024658,334.3701172,209.6122437,745,1187.64917
08:39.5,38:39.5,153439,59.95800781,53.31031799,58.27278137,1.636135101,9.5,858334,55,16.04917717,1,10.66901651,1.756951928,60,599.69104,-2.5,301.0662958,4224.370117,1.963569641,1.680324554,727.8981934,21.08459473,799.2561035,1.177814484,2.205627441,1.231384277,325.6665039,209.1638794,745,1187.010742
18:39.5,48:39.5,153440,60.49198914,53.75216675,58.2306366,1.637861252,9.5,858334,55,16.05121803,1,10.75986995,1.765612841,61,599.9362793,-2.5,300.2692778,4222.830078,1.966140747,1.679380417,721.7722168,20.52197266,794.5847168,1.120485306,1.87008667,1.219909668,293.7280273,209.1928711,745,1187.205811
20:02.9,50:02.9,153441,60.54547119,53.8163147,58.23667908,1.660549164,9.5,858334,55,16.04834557,1,10.72677743,1.753124952,61,599.9526367,-2.5,299.6070459,4221.960938,1.964328766,1.675848007,721.5556641,20.40661621,794.1008301,1.118452072,1.738769531,0.9565429688,327.0288086,209.1641235,745,1186.983154
50:13.4,20:13.4,153442,59.66690063,53.15365601,57.92929077,1.645118713,9.5,858334,55,16.06609535,1,10.70388923,1.666516066,60,507.4706421,-2.5,300.9777947,4223.269531,1.964782715,1.67322731,704.4763184,20.22375488,800.2255859,1.16699791,1.793182373,1.053161621,326.953125,209.250061,745,1185.046387
00:13.4,30:13.4,153443,59.69033813,52.63078308,57.82240295,1.628171921,9.5,858334,55,16.07631874,1,10.70376207,2.03289175,60,593.8730469,-2.5,301.1827713,4222.373047,1.965782166,1.675769806,728.4206543,21.34289551,799.6713867,1.153120041,1.858154297,1.18661499,273.8232422,209.3948364,745,1184.368896
07:21.7,37:21.7,153444,59.96586609,52.91769409,57.74906921,1.629718781,9.5,858334,55,16.09762383,1,10.79947925,2.032287598,60,582.7989502,-2.5,300.9920363,4222.62793,1.972927094,1.677124023,729.1022949,20.79223633,796.5415039,1.168844223,1.939941406,1.035125732,300.3125,209.3430786,745,1184.33667
16:48.5,46:48.5,153445,60.48973083,53.48353577,57.74591064,1.634281158,9.5,858334,55,16.09776497,1,10.68287659,2.038128614,60,587.4213867,-2.5,299.9946194,4222.727539,1.974899292,1.679250717,723.6647949,19.80981445,790.7077637,1.15117836,2.189849854,1.088287354,331.7211914,209.3995972,745,1184.461914
26:48.5,56:48.5,153446,60.23509216,53.9715271,57.79464722,1.618438721,9.5,858334,55,16.08831978,1,10.72496544,2.033294678,60,591.4549561,-2.5,299.3990176,4220.429688,1.976543427,1.683362961,720.1257324,19.66455078,785.1882324,1.169935226,1.754455566,1.208709717,309.0917969,208.5788574,745,1184.486572
35:24.0,05:24.0,153447,60.4417572,54.36820984,57.88591003,1.634212494,9.5,858334,55,16.0849781,1,10.6731491,2.024633884,60,592.0162354,-2.5,298.0577691,4223.647461,1.969163895,1.684278488,716.2250977,20.12609863,780.6345215,1.182086945,1.916046143,1.047271729,320.7470703,208.3267822,745,1183.31665
53:37.7,23:37.7,153448,59.58325195,54.41358948,58.01791382,1.629343033,9.5,858334,55,16.05209923,1,10.64221824,1.511627197,60,542.5082397,-2.5,298.0394585,4222.260742,1.973243713,1.675031662,691.9511719,19.68725586,775.159668,1.152292252,1.846832275,0.5679016113,356.4697266,208.1872559,745,1182.423828
03:37.8,33:37.8,153449,59.71966553,53.64743042,57.85446167,1.6373806,9.5,858334,55,16.06707954,1,10.69648235,1.944873095,60,598.8572998,-2.5,299.4798892,4219.116211,1.974725723,1.680906296,721.8779297,20.26477051,793.6074219,1.167665482,2.249298096,1.376068115,291.0791016,208.7562256,745,1181.914795
13:17.5,43:17.5,153450,60.05491638,53.70661926,57.7462616,1.657762527,9.5,858334,55,16.06923103,1,10.71927518,1.901568651,60,562.6965332,-2.5,298.5882667,4222.831055,1.986804962,1.683046341,735.8327637,20.02941895,792.7687988,1.161781311,1.946594238,1.075775146,368.9575195,208.8639526,745,1181.273682
23:17.5,53:17.5,153451,60.38691711,54.05441284,57.82420349,1.655263901,9.5,858334,55,16.06777763,1,10.69028346,1.902172804,60,564.3813477,-2.5,298.0974419,4222.321289,1.972381592,1.689260483,734.0605469,20.11254883,788.5888672,1.155111313,2.171356201,0.7655944824,364.2651367,208.513855,745,1181.200195
33:06.5,03:06.5,153452,60.32765198,54.35975647,57.94047546,1.63312912,9.5,858334,55,16.0665493,1,10.70233156,1.905395508,60,556.2426758,-2.5,297.7515758,4224.551758,1.974477768,1.69067955,735.4536133,19.97546387,783.6682129,1.177869797,2.126800537,0.8282165527,368.125,208.1238403,745,1180.371338
43:06.5,13:06.5,153453,60.43664551,54.60717773,57.97503662,1.640171051,9.5,858334,55,16.0676899,1,10.60028833,1.900561571,60,567.6333008,-2.5,297.8410941,4223.657227,1.968969345,1.687870026,729.465332,19.99633789,778.0930176,1.135299683,2.198425293,1.22869873,321.5039063,207.9726563,745,1180.361572
52:55.2,22:55.2,153454,60.47898865,54.7237854,58.02583313,1.644412994,9.5,858334,55,16.06842613,1,10.64536537,1.902374268,61,571.9833984,-2.5,296.8238408,4224.625,1.977230072,1.687101364,722.2885742,19.98803711,772.7963867,1.151790619,1.885253906,1.100067139,374.2553711,207.9745483,745,1179.276123
02:55.2,32:55.2,153455,60.49395752,54.77755737,58.07737732,1.675897598,9.5,858334,55,16.06815147,1,10.66180037,1.900762916,60,568.7156982,-2.5,296.9901617,4224.056641,1.974412918,1.691009521,718.8962402,20.83654785,768.0375977,1.163139343,2.037139893,0.7282104492,348.5229492,208.0248413,745,1179.32666
12:51.9,42:51.9,153456,60.4147644,54.86068726,58.07955933,1.64513588,9.5,858334,55,16.067873,1,10.6364644,1.893914819,60,558.27771,-2.5,296.8650395,4226.374023,1.967166901,1.693277359,714.2944336,20.05432129,763.123291,1.139598846,1.924987793,0.8852233887,338.3056641,207.7844238,745,1178.649902
22:51.9,52:51.9,153457,60.41682434,54.86550903,58.18998718,1.649299622,9.5,858334,55,16.06843376,1,10.61386231,1.902978539,60,570.416626,-2.5,296.6448042,4224.735352,1.964427948,1.690168381,705.248291,19.53955078,758.5290527,1.166904449,1.801727295,1.245727539,349.3554688,207.7797852,745,1178.185791
32:42.9,02:42.9,153458,60.37530518,54.99673462,58.27770996,1.628807068,9.5,858334,55,16.07056618,1,10.59551996,1.901769996,60,578.0930176,-2.5,296.0410643,4222.415039,1.977581024,1.693206787,705.059082,19.09130859,754.0185547,1.151824951,1.870269775,1.087615967,324.53125,207.732605,745,1177.66626
42:42.9,12:42.9,153459,60.415802,54.92976379,58.27226257,1.633468628,9.5,858334,55,16.06974983,1,10.67944336,1.898748755,60,549.2580566,-2.5,296.2516358,4221.000977,1.963815689,1.687810898,704.6218262,20.4876709,749.1899414,1.159280777,1.993377686,0.109954834,378.190918,207.8278198,745,1177.798584
52:33.5,22:33.5,153460,60.5581665,54.97212219,58.30142212,1.646484375,9.5,858334,55,16.06821251,1,10.72407535,1.904791236,61,552.6048584,-2.5,297.9697766,4224.303711,1.96512413,1.69143486,699.3952637,20.04711914,743.9831543,1.186569214,1.913757324,0.8481140137,358.815918,208.359436,745,1177.141602
02:33.5,32:33.5,153461,60.44395447,54.91593933,58.38418579,1.649663925,9.5,858334,55,16.06670952,1,10.61815384,1.902777076,60,563.4215088,-2.5,296.6071658,4223.418945,1.960353851,1.690359116,694.6953125,20.33935547,740.4970703,1.155368805,1.824890137,1.304168701,349.5825195,208.1333618,745,1178.197266
12:30.0,42:30.0,153462,60.38299561,54.90823364,58.35180664,1.63611412,9.5,858334,55,16.06700706,1,10.63837175,1.901367188,60,583.8293457,-2.5,294.7644114,4219.311523,1.951255798,1.692407608,692.3410645,19.78833008,745.6098633,1.161287308,1.895233154,1.136108398,313.6328125,207.303894,745,1177.405029
47:20.8,17:20.8,153463,59.68055725,52.97465515,58.11369324,1.630083084,9.5,858334,55,16.07688332,1,10.7691206,1.541436791,60,523.5142212,-2.5,299.6324772,4223.53418,1.966228485,1.684902191,677.9736328,20.07727051,783.2924805,1.214887619,2.027191162,1.093566895,381.4453125,209.0751953,745,1176.135742
47:54.2,17:54.2,153464,59.64984131,52.94172668,58.08422852,1.625089645,9.5,858334,55,16.07113838,1,10.8457007,1.548687696,60,499.366333,-2.5,299.2901715,4222.058594,1.972930908,1.685125351,680.4406738,20.93200684,783.0837402,1.136314392,2.073577881,1.111175537,408.9941406,209.2008057,745,1176.832031
57:54.2,27:54.2,153465,59.88398743,52.38650513,57.8848114,1.629518509,9.5,858334,55,16.06429863,1,10.85078697,1.906201124,60,567.463623,-2.5,299.296275,4223.106445,1.971212387,1.689002991,709.7243652,19.93017578,777.925293,1.173921585,1.971588135,1.203552246,360.7080078,209.2477417,745,1177.130615
07:52.7,37:52.7,153466,60.12207031,52.9821167,57.78517151,1.621305466,9.5,858334,55,16.07013512,1,10.86404305,1.895526171,60,574.4971924,-2.5,299.5083723,4226.536133,1.96515274,1.69209671,708.7907715,19.76586914,771.1918945,1.1561203,2.098052979,1.12689209,321.4282227,209.359314,745,1176.321533
17:52.7,47:52.7,153467,60.49990845,53.49253845,57.81425476,1.630123138,9.5,858334,55,16.07085609,1,10.78329857,1.90700686,60,562.9016113,-2.5,299.5800887,4224.136719,1.97750473,1.686389923,714.739502,20.58911133,778.185791,1.154163361,2.187011719,1.293151855,331.7211914,208.979248,745,1177.195313
27:40.2,57:40.2,153468,60.33964539,53.8993988,57.82539368,1.63728714,9.5,858334,55,16.07083702,1,10.78097796,1.904589891,60,570.0328369,-2.5,298.0465793,4223.703125,1.982587814,1.689872742,717.2424316,20.36035156,775.5249023,1.138845444,1.786987305,1.071380615,330.2075195,208.6785278,745,1176.62207
37:40.3,07:40.3,153469,60.43579102,54.25132751,57.91110229,1.642524719,9.5,858334,55,16.06860924,1,10.80707686,1.905798316,60,572.1838379,-2.5,297.0522141,4223.635742,1.976173401,1.69111824,715.5461426,19.32043457,771.1486816,1.159261703,1.873168945,0.4141540527,345.6469727,208.1190186,745,1175.891846
47:27.8,17:27.8,153470,60.40367126,54.47749329,57.92271423,1.642368317,9.5,858334,55,16.06821251,1,10.72556944,1.902777076,60,576.4768066,-2.5,297.0710333,4220.969727,1.978075027,1.694877625,711.3144531,20.23510742,765.3596191,1.167655945,1.798492432,0.8107299805,387.878418,208.0292358,745,1175.593994
57:27.8,27:27.8,153471,60.30455017,54.50219727,57.78485107,1.648159027,9.5,858334,55,16.07134056,1,10.71937055,1.903582811,60,575.0576172,-2.5,295.1056999,4223.134766,1.972806931,1.69562149,707.6757813,20.7076416,759.9699707,1.145378113,2.011688232,1.318664551,312.043457,207.5738525,745,1176.306396
07:16.7,37:16.7,153472,60.32244873,54.54943848,57.97050476,1.633289337,9.5,858334,55,16.06832314,1,10.71526975,1.903582811,60,573.1323242,-2.5,295.3381423,4220.793945,1.974271774,1.697927475,703.6081543,20.23034668,755.6071777,1.116916656,1.646606445,1.018951416,383.6401367,207.5274048,745,1175.591553
17:16.7,47:16.7,153473,60.47746277,54.59313965,57.89801025,1.644306183,9.5,858334,55,16.06847954,1,10.72169116,1.905194044,60,572.0844727,-2.5,295.5304032,4221.775391,1.971963882,1.688802719,701.1254883,21.1517334,750.0463867,1.140605927,2.21673584,1.282836914,345.0415039,207.3479004,745,1174.56958
26:10.5,56:10.5,153474,60.37989807,54.60664368,57.97039795,1.654401779,9.5,858334,55,16.06801796,1,10.71444323,1.895928979,60,584.4937744,-2.5,295.4947993,4225.8125,1.96941185,1.694564819,699.0788574,20.57800293,745.9572754,1.148853302,1.812561035,0.4284057617,356.9238281,207.3916016,745,1174.234863
36:10.5,06:10.5,153475,60.41871643,54.65943909,57.94169617,1.64356041,9.5,858336,55,16.06979561,1,10.68532435,1.905395508,60,567.6252441,-2.5,295.4902216,4219.336914,1.967094421,1.694990158,703.4328613,20.41503906,742.9841309,1.128046036,2.046020508,1.256378174,363.8867188,207.1828003,745,1174.507324
46:02.3,16:02.3,153476,60.38500977,54.71710205,58.02848816,1.642173767,9.5,858336,55,16.06914711,1,10.68535614,1.902172804,60,568.1600342,-2.5,294.4165108,4221.228516,1.966459274,1.690761566,698.1518555,19.08569336,738.0554199,1.14620018,1.839630127,1.069732666,327.9370117,207.2796021,745,1173.540283
56:02.3,26:02.3,153477,60.37774658,54.83729553,58.05178833,1.628967285,9.5,858336,55,16.06857872,1,10.65175499,1.906805396,60,590.5666504,-2.5,295.1499504,4220.782227,1.974405289,1.692407608,693.3144531,20.17773438,740.3066406,1.136369705,2.037139893,0.4728088379,327.1801758,207.1779175,745,1172.846191
05:51.9,35:51.9,153478,60.39233398,54.86465454,58.11654663,1.641269684,9.5,858336,55,16.06969261,1,10.66939798,1.907208204,60,582.1604004,-2.5,295.0299145,4220.499023,1.970600128,1.693393707,700.7155762,20.21386719,743.7421875,1.114528656,1.819641113,0.7197875977,325.8178711,207.1105347,745,1172.669678
11:52.3,41:52.3,153479,60.3944397,54.8380127,58.11914063,1.655138016,9.5,858336,55,16.10127068,1,10.63385769,1.902172804,60,554.736084,-2.5,294.5584176,4224.841797,1.971588135,1.695180893,697.1445313,20.57421875,748.284668,1.155525208,2.029632568,0.9432067871,303.8696289,207.204834,745,1172.624512
21:52.3,51:52.3,153480,60.42308044,54.92179871,58.14154053,1.656471252,9.5,858336,55,16.07553291,1,10.65979765,1.903179884,60,565.0939941,-2.5,294.5904611,4223.719727,1.966377258,1.696056366,700.0415039,21.12597656,754.6772461,1.190395355,2.195159912,1.213562012,360.5566406,207.2427368,745,1172.393555
31:45.9,01:45.9,153481,60.32780457,54.90975952,58.1784668,1.653306961,9.5,858336,55,16.0749073,1,10.6860555,1.904791236,60,577.1994629,-2.5,294.353441,4221.576172,1.970878601,1.692956924,701.1481934,20.47033691,757.2963867,1.156764984,1.805938721,1.079864502,385.5322266,207.0805054,745,1172.582275
41:45.9,11:45.9,153482,60.32290649,54.90579224,58.19128418,1.649162292,9.5,858336,55,16.07187462,1,10.65986123,1.898950219,60,574.8676758,-2.5,294.9098786,4219.788086,1.966375351,1.696929932,697.5200195,20.80419922,755.1743164,1.110370636,2.009918213,0.3342590332,383.034668,207.0372925,745,1170.500488
51:38.6,21:38.6,153483,60.33703613,54.89122009,58.27366638,1.646133423,9.5,858336,55,16.07050514,1,10.67031987,1.899554491,60,585.7712402,-2.5,294.3417426,4222.542969,1.967889786,1.696979523,696.0275879,20.06896973,755.8620605,1.182048798,1.860534668,0.9026184082,332.2509766,207.2451172,745,1170.85791
54:30.3,24:30.3,153484,60.33854675,54.92033386,58.19657898,1.656860352,9.5,858336,55,16.09570885,1,10.65773136,1.897540331,60,575.8203125,-2.5,293.6581484,4223.005859,1.961528778,1.697072983,695.3024902,20.43579102,758.152832,1.130800247,2.00881958,0.9179992676,356.3183594,207.0980835,745,1171.816895
02:14.8,32:14.8,153485,60.32476807,54.90988159,58.18997192,1.635799408,9.5,858336,55,16.10700035,1,10.65595116,1.902978539,60,580.126709,-2.5,294.2801988,4221.446289,1.960647583,1.696773529,698.4892578,21.1619873,765.3212891,1.14270401,2.273590088,91.4609375,387.6513672,207.2254028,745,1170.123047
04:39.2,34:39.2,153486,60.39500427,54.86393738,58.25036621,1.657478333,9.5,858336,55,16.11986351,1,10.63287223,1.904791236,60,587.5418701,-2.5,293.7090111,4223.095703,1.959844589,1.696662903,699.5300293,19.57592773,768.5036621,1.120103836,2.210662842,1.261108398,343.1494141,207.1394043,745,1171.233887
14:39.2,44:39.2,153487,60.3364563,54.88383484,58.27648926,1.651725769,9.5,858336,55,16.07920647,1,10.66558328,1.907208204,60,593.4923096,-2.5,294.7654286,4220.243164,1.967805862,1.695951462,705.1491699,20.56726074,770.8491211,1.1414814,1.759307861,0.5265197754,317.9467773,207.1760864,745,1169.785889
