,Date,,Batch No,Diameter,Material,Coil,UTS,Elongation,Conductivity,Grade,Material,Total order quantity,
,20.09.2024,,858292,12,W000000,8,10,16.4,61.3,WF22,WF221195,"1,324.00",
,20.09.2024,,858292,12,W000000,9,9.8,19.6,60.7,WF32,WF321195,"1,329.00",
,21.09.2024,,558257,10,W000000,1,10.8,12.8,60.6,WC10,WC100095,"2,046.00",
,21.09.2024,,558257,10,W000000,10,10,14.4,60.5,WC10,WC100095,"1,994.00",
,21.09.2024,,558257,10,W000000,11,10.4,13.2,60.5,WC10,WC100095,"2,045.00",
,21.09.2024,,558257,10,W000000,12,10.4,15.2,60.5,WC10,WC100095,"1,993.00",
,21.09.2024,,558257,10,W000000,13,10.5,12,60.4,WC10,WC100095,"2,040.00",
,21.09.2024,,558257,10,W000000,14,10.6,16,60.4,WC10,WC100095,"1,990.00",
,21.09.2024,,558257,10,W000000,15,10.6,12,60.6,WC10,WC100095,"2,046.00",
,21.09.2024,,558257,10,W000000,16,10.8,13.6,60.6,WC10,WC100095,"1,992.00",
,21.09.2024,,558257,10,W000000,2,10.8,10.4,60.6,WC10,WC100095,"1,999.00",
,21.09.2024,,558257,10,W000000,3,10.7,12,60.6,WC10,WC100095,"2,043.00",
,21.09.2024,,558257,10,W000000,4,10.6,12,60.6,WC10,WC100095,"1,993.00",
,21.09.2024,,558257,10,W000000,5,11,13.6,60.5,WC10,WC100095,"2,049.00",
,21.09.2024,,558257,10,W000000,6,10.7,12,60.5,WC10,WC100095,"1,992.00",
,21.09.2024,,558257,10,W000000,7,10.2,12,60.7,WC10,WC100095,"2,046.00",
,21.09.2024,,558257,10,W000000,8,10.4,11.6,60.7,WC10,WC100095,"1,995.00",
,21.09.2024,,558257,10,W000000,9,9.9,16,60.5,WC10,WC100095,"2,049.00",
,21.09.2024,,558261,10,W000000,1,9.4,16,61.7,WE10,WE100095,"2,033.00",
,21.09.2024,,558261,10,W000000,10,10.8,12.4,61.7,WE10,WE100095,"1,612.00",
,21.09.2024,,558261,10,W000000,11,10.4,11.6,61.7,WE10,WE100095,"1,998.00",
,21.09.2024,,558261,10,W000000,2,9.6,16,61.7,WE10,WE100095,"1,983.00",
,21.09.2024,,558261,10,W000000,3,9.5,17.2,61.8,WE10,WE100095,"2,051.00",
,21.09.2024,,558261,10,W000000,4,10.3,12,61.8,WE10,WE100095,"1,999.00",
,21.09.2024,,558261,10,W000000,5,10.6,14,61.7,WE10,WE100095,"2,050.00",
,21.09.2024,,558261,10,W000000,6,10.7,13.6,61.7,WE10,WE100095,"2,055.00",
,21.09.2024,,558261,10,W000000,7,10.9,12.4,61.8,WE10,WE100095,"2,001.00",
,21.09.2024,,558261,10,W000000,8,10.6,12.8,61.8,WE10,WE100095,"1,999.00",
,21.09.2024,,558261,10,W000000,9,10.9,12,61.7,WE10,WE100095,"2,058.00",
,21.09.2024,,658255,10,W000000,14,10.1,14.4,61.6,WE10,WE100095,"2,043.00",
,21.09.2024,,658255,10,W000000,15,10.2,13.2,61.6,WE10,WE100095,"1,993.00",
,21.09.2024,,658255,10,W000000,16,10.3,14,61.6,WE10,WE100095,"2,044.00",
,21.09.2024,,658255,10,W000000,17,10.5,14,61.6,WE10,WE100095,"1,993.00",
,21.09.2024,,658259,10,W000000,1,10.8,11.2,61.7,WE10,WE100095,"2,048.00",
,21.09.2024,,658259,10,W000000,10,10.4,10,61.7,WE10,WE100095,"1,994.00",
,21.09.2024,,658259,10,W000000,11,10.2,16,61.7,WE10,WE100095,"2,050.00",
,21.09.2024,,658259,10,W000000,12,10.1,14,61.7,WE10,WE100095,"1,990.00",
,21.09.2024,,658259,10,W000000,13,10.3,12,61.8,WE10,WE100095,"2,043.00",
,21.09.2024,,658259,10,W000000,14,9.6,16,61.8,WE10,WE100095,"1,992.00",
,21.09.2024,,658259,10,W000000,15,9.5,20,61.7,WE10,WE100095,"2,038.00",
,21.09.2024,,658259,10,W000000,2,10.8,11.2,61.7,WE10,WE100095,"2,050.00",
,21.09.2024,,658259,10,W000000,3,10.7,12,61.7,WE10,WE100095,"2,003.00",
,21.09.2024,,658259,10,W000000,4,10.6,13.2,61.7,WE10,WE100095,"1,597.00",
,21.09.2024,,658259,10,W000000,5,10.5,12.4,61.7,WE10,WE100095,"2,117.00",
,21.09.2024,,658259,10,W000000,6,10.2,13.6,61.7,WE10,WE100095,"2,049.00",
,21.09.2024,,658259,10,W000000,7,10.7,14.4,61.7,WE10,WE100095,"1,986.00",
,21.09.2024,,658259,10,W000000,8,10.6,10.4,61.7,WE10,WE100095,"2,111.00",
,21.09.2024,,658259,10,W000000,9,10.3,13.6,61.7,WE10,WE100095,"2,041.00",
,21.09.2024,,858294,12,W000000,1,10.4,14.4,61.2,WF22,WF221195,"1,329.00",
,21.09.2024,,858294,12,W000000,10,10.2,16.4,61.1,WF22,WF221195,"1,328.00",
,21.09.2024,,858294,12,W000000,11,10.2,14.8,61.2,WF22,WF221195,"1,331.00",
,21.09.2024,,858294,12,W000000,12,9.9,15.2,61.2,WF22,WF221195,"1,330.00",
,21.09.2024,,858294,12,W000000,13,10.6,13.6,61.4,WF22,WF221195,"1,326.00",
,21.09.2024,,858294,12,W000000,14,10.3,19.2,61.4,WF22,WF221195,"1,326.00",
,21.09.2024,,858294,12,W000000,15,9.5,20,61.1,WF22,WF221195,"1,326.00",
,21.09.2024,,858294,12,W000000,16,11.2,15.2,61.1,WF22,WF221195,"1,326.00",
,21.09.2024,,858294,12,W000000,17,11.1,12,61.6,WF12,WF121195,"1,329.00",
,21.09.2024,,858294,12,W000000,18,11,13.2,61.6,WF12,WF121195,"1,327.00",
,21.09.2024,,858294,12,W000000,19,11.1,13.2,61.7,WF12,WF121195,"1,326.00",
,21.09.2024,,858294,12,W000000,2,10.3,14,61.2,WF22,WF221195,"1,329.00",
,21.09.2024,,858294,12,W000000,20,11,16,61.7,WF12,WF121195,"1,322.00",
,21.09.2024,,858294,12,W000000,21,11,12.8,61.6,WF12,WF121195,"1,322.00",
,21.09.2024,,858294,12,W000000,22,10.8,15.2,61.6,WF12,WF121195,"1,332.00",
,21.09.2024,,858294,12,W000000,23,11,12,61.7,WF12,WF121195,"1,325.00",
,21.09.2024,,858294,12,W000000,24,10.8,12.4,61.7,WF12,WF121195,"1,323.00",
,21.09.2024,,858294,12,W000000,25,10.9,13.2,61.5,WF12,WF121195,"1,323.00",
,21.09.2024,,858294,12,W000000,3,10.2,14.8,61.1,WF22,WF221195,"1,322.00",
,21.09.2024,,858294,12,W000000,4,10.3,18.8,61.1,WF22,WF221195,"1,325.00",
,21.09.2024,,858294,12,W000000,5,10.2,14.8,61.2,WF22,WF221195,"1,327.00",
,21.09.2024,,858294,12,W000000,6,10.1,16,61.2,WF22,WF221195,"1,329.00",
,21.09.2024,,858294,12,W000000,7,10.3,12,61.2,WF22,WF221195,"1,327.00",
,21.09.2024,,858294,12,W000000,8,10.1,15.2,61.2,WF22,WF221195,"1,329.00",
,21.09.2024,,858294,12,W000000,9,10.1,14.8,61.1,WF22,WF221195,"1,327.00",
,21.09.2024,,858296,12,W000000,1,10.9,14,61.4,WF22,WF221195,"1,323.00",
,21.09.2024,,858296,12,W000000,10,9.8,18.4,61.4,WF22,WF221195,"1,325.00",
,21.09.2024,,858296,12,W000000,11,9.6,16,61.1,WF22,WF221195,"1,329.00",
,21.09.2024,,858296,12,W000000,12,9.3,20,61.1,WF22,WF221195,"1,327.00",
,21.09.2024,,858296,12,W000000,13,10.3,20,61.4,WF22,WF221195,"1,326.00",
,21.09.2024,,858296,12,W000000,14,9.3,20.8,61.4,WF22,WF221195,"1,328.00",
,21.09.2024,,858296,12,W000000,15,9.7,20,61.3,WF22,WF221195,"1,324.00",
,21.09.2024,,858296,12,W000000,16,9.9,18,61.3,WF22,WF221195,"1,331.00",
,21.09.2024,,858296,12,W000000,17,9.8,16,61.4,WF22,WF221195,"1,329.00",
,21.09.2024,,858296,12,W000000,18,9.8,18,61.4,WF22,WF221195,"1,325.00",
,21.09.2024,,858296,12,W000000,19,9.7,20,61.4,WF22,WF221195,"1,330.00",
,21.09.2024,,858296,12,W000000,2,9.9,18,61.4,WF22,WF221195,"1,323.00",
,21.09.2024,,858296,12,W000000,20,10,20,61.4,WF22,WF221195,"1,329.00",
,21.09.2024,,858296,12,W000000,21,9.4,18,61.2,WF22,WF221195,"1,325.00",
,21.09.2024,,858296,12,W000000,22,9.8,17.6,61.2,WF22,WF221195,"1,325.00",
,21.09.2024,,858296,12,W000000,23,10,16,60.1,WF32,WF321195,"1,329.00",
,21.09.2024,,858296,12,W000000,24,10.4,14.8,60.1,WF32,WF321195,"1,326.00",
,21.09.2024,,858296,12,W000000,25,8.9,18,61.4,WF22,WF221195,"1,336.00",
,21.09.2024,,858296,12,W000000,3,9.4,20,61.3,WF22,WF221195,"1,328.00",
,21.09.2024,,858296,12,W000000,4,10.1,16,61.3,WF22,WF221195,"1,323.00",
,21.09.2024,,858296,12,W000000,5,9.5,17.6,61.4,WF22,WF221195,"1,333.00",
,21.09.2024,,858296,12,W000000,6,9.3,16.4,61.4,WF22,WF221195,"1,327.00",
,21.09.2024,,858296,12,W000000,7,9.2,19.2,61.4,WF22,WF221195,"1,324.00",
,21.09.2024,,858296,12,W000000,8,9.2,20,61.4,WF22,WF221195,"1,328.00",
,21.09.2024,,858296,12,W000000,9,9.5,19.2,61.4,WF22,WF221195,"1,335.00",
,21.09.2024,,858298,12,W000000,1,9.7,18,61.3,WF22,WF221195,"1,328.00",
,21.09.2024,,858298,12,W000000,10,9.8,18,61.4,WF22,WF221195,"1,329.00",
,21.09.2024,,858298,12,W000000,11,9.7,20,61.4,WF22,WF221195,"1,325.00",
,21.09.2024,,858298,12,W000000,12,9.9,20.4,61.4,WF22,WF221195,"1,332.00",
,21.09.2024,,858298,12,W000000,13,9.4,20.8,61.4,WF22,WF221195,"1,328.00",
,21.09.2024,,858298,12,W000000,14,9.6,16.8,61.4,WF22,WF221195,"1,329.00",
,21.09.2024,,858298,12,W000000,15,9.7,20,61.4,WF22,WF221195,"1,329.00",
,21.09.2024,,858298,12,W000000,16,10,19.6,61.4,WF22,WF221195,"1,332.00",
,21.09.2024,,858298,12,W000000,17,9.8,18,61.4,WF22,WF221195,"1,329.00",
,21.09.2024,,858298,12,W000000,18,9.7,16.4,61.4,WF22,WF221195,"1,328.00",
,21.09.2024,,858298,12,W000000,19,9.4,20,61.3,WF22,WF221195,"1,327.00",
,21.09.2024,,858298,12,W000000,2,9.3,18,61.3,WF22,WF221195,"1,329.00",
,21.09.2024,,858298,12,W000000,20,9.5,18,61.3,WF22,WF221195,"1,328.00",
,21.09.2024,,858298,12,W000000,21,9.8,20.8,61.4,WF22,WF221195,"1,327.00",
,21.09.2024,,858298,12,W000000,22,9.4,20,61.4,WF22,WF221195,"1,333.00",
,21.09.2024,,858298,12,W000000,23,9.5,20.4,61.4,WF22,WF221195,"1,330.00",
,21.09.2024,,858298,12,W000000,24,9.6,16,61.4,WF22,WF221195,"1,330.00",
,21.09.2024,,858298,12,W000000,25,9.4,20,61.4,WF22,WF221195,"1,329.00",
,21.09.2024,,858298,12,W000000,3,9.7,20,61.3,WF22,WF221195,"1,327.00",
,21.09.2024,,858298,12,W000000,4,9.7,18,61.3,WF22,WF221195,"1,330.00",
,21.09.2024,,858298,12,W000000,5,9.6,18.4,61.3,WF22,WF221195,"1,325.00",
,21.09.2024,,858298,12,W000000,6,9.7,18,61.3,WF22,WF221195,"1,328.00",
,21.09.2024,,858298,12,W000000,7,8.8,20,61.3,WF22,WF221195,"1,324.00",
,21.09.2024,,858298,12,W000000,8,9.7,20,61.3,WF22,WF221195,"1,337.00",
,21.09.2024,,858298,12,W000000,9,9.8,16,61.4,WF22,WF221195,"1,326.00",
,21.09.2024,,858300,12,W000000,1,9.6,20,61.4,WF22,WF221195,"1,321.00",
,21.09.2024,,858300,12,W000000,10,10,10,60.8,WF32,WF321195,"1,334.00",
,21.09.2024,,858300,12,W000000,2,9.7,18,61.4,WF22,WF221195,"1,329.00",
,21.09.2024,,858300,12,W000000,3,9.8,19.2,61.3,WF22,WF221195,"1,326.00",
,21.09.2024,,858300,12,W000000,4,9.7,18,61.3,WF22,WF221195,"1,329.00",
,21.09.2024,,858300,12,W000000,5,9.8,14,61.4,WF22,WF221195,"1,326.00",
,21.09.2024,,858300,12,W000000,6,9.9,18,61.4,WF22,WF221195,"1,331.00",
,21.09.2024,,858300,12,W000000,7,9.8,18,61.4,WF22,WF221195,"1,327.00",
,21.09.2024,,858300,12,W000000,8,9.7,14,61.4,WF22,WF221195,"1,332.00",
,21.09.2024,,858300,12,W000000,9,9.9,16,60.8,WF32,WF321195,"1,326.00",
,22.09.2024,,558263,10,W000000,1,11.1,10,61.3,WE20,WE200095,"2,017.00",
,22.09.2024,,558263,10,W000000,10,11,11.2,61.7,WE10,WE100095,"1,976.00",
,22.09.2024,,558263,10,W000000,11,11.1,11.2,61.7,WE10,WE100095,"2,036.00",
,22.09.2024,,558263,10,W000000,12,11,9.2,61.7,WE10,WE100095,"1,987.00",
,22.09.2024,,558263,10,W000000,13,10.9,10,61.3,WE20,WE200095,"2,045.00",
,22.09.2024,,558263,10,W000000,14,10.4,13.2,61.3,WE20,WE200095,"1,980.00",
,22.09.2024,,558263,10,W000000,15,10.4,10,61,WE20,WE200095,"2,032.00",
,22.09.2024,,558263,10,W000000,16,10.7,12.8,61,WE20,WE200095,"2,097.00",
,22.09.2024,,558263,10,W000000,2,11.2,10,61.3,WE20,WE200095,"2,025.00",
,22.09.2024,,558263,10,W000000,3,10.3,10.8,61.3,WE20,WE200095,"2,093.00",
,22.09.2024,,558263,10,W000000,4,10.1,10.4,61.3,WE20,WE200095,"2,098.00",
,22.09.2024,,558263,10,W000000,5,10.4,12,61.3,WE20,WE200095,"2,036.00",
,22.09.2024,,558263,10,W000000,6,11.1,12.8,61.3,WE20,WE200095,"2,092.00",
,22.09.2024,,558263,10,W000000,7,11.7,10,61.5,WE10,WE100095,"2,024.00",
,22.09.2024,,558263,10,W000000,8,11,12.8,61.5,WE10,WE100095,"2,094.00",
,22.09.2024,,558263,10,W000000,9,11,10,61.7,WE10,WE100095,"2,027.00",
,22.09.2024,,658265,10,W000000,1,11.1,10.4,61.3,WE20,WE200095,"2,100.00",
,22.09.2024,,658265,10,W000000,10,9.7,12.8,61.1,WE20,WE200095,"2,015.00",
,22.09.2024,,658265,10,W000000,11,10.1,12,61.2,WE20,WE200095,"2,085.00",
,22.09.2024,,658265,10,W000000,12,10.1,16,61.2,WE20,WE200095,"2,018.00",
,22.09.2024,,658265,10,W000000,2,11.1,12.4,61.3,WE20,WE200095,"2,030.00",
,22.09.2024,,658265,10,W000000,3,11.2,12.4,61.3,WE20,WE200095,"2,033.00",
,22.09.2024,,658265,10,W000000,4,11.6,12.8,61.3,WE20,WE200095,"2,104.00",
,22.09.2024,,658265,10,W000000,5,11.1,10.8,61,WE20,WE200095,"2,108.00",
,22.09.2024,,658265,10,W000000,6,11.3,10,61,WE20,WE200095,"2,031.00",
,22.09.2024,,658265,10,W000000,7,11.5,10.8,61.2,WE20,WE200095,"1,913.00",
,22.09.2024,,658265,10,W000000,8,10.4,8,61.2,WE20,WE200095,"2,093.00",
,22.09.2024,,658265,10,W000000,9,10.5,12,61.1,WE20,WE200095,"2,025.00",
,22.09.2024,,858300,12,W000000,11,9.8,18,60.9,WF32,WF321195,"1,329.00",
,22.09.2024,,858300,12,W000000,12,9.7,16,60.9,WF32,WF321195,"1,332.00",
,22.09.2024,,858300,12,W000000,13,10.5,16.8,61,WF22,WF221195,"1,328.00",
,22.09.2024,,858300,12,W000000,14,10.6,14,61,WF22,WF221195,"1,326.00",
,22.09.2024,,858300,12,W000000,15,10.7,16,61,WF22,WF221195,"1,328.00",
,22.09.2024,,858300,12,W000000,16,10.6,14,61,WF22,WF221195,"1,329.00",
,22.09.2024,,858300,12,W000000,17,10.4,16,61.4,WF22,WF221195,"1,327.00",
,22.09.2024,,858300,12,W000000,18,10.3,14,61.4,WF22,WF221195,"1,329.00",
,22.09.2024,,858300,12,W000000,19,9.9,16,61.4,WF22,WF221195,"1,326.00",
,22.09.2024,,858300,12,W000000,20,9.6,16,61.4,WF22,WF221195,"1,330.00",
,22.09.2024,,858300,12,W000000,21,9.4,20,61.4,WF22,WF221195,"1,326.00",
,22.09.2024,,858300,12,W000000,22,9.6,18,61.4,WF22,WF221195,"1,327.00",
,22.09.2024,,858300,12,W000000,23,9.3,16,61.4,WF22,WF221195,"1,327.00",
,22.09.2024,,858300,12,W000000,24,9.5,18,61.4,WF22,WF221195,"1,329.00",
,22.09.2024,,858300,12,W000000,25,9.5,18,61.4,WF22,WF221195,"1,327.00",
,22.09.2024,,858302,12,W000000,1,9.4,10.8,61.4,WF22,WF221195,"1,334.00",
,22.09.2024,,858302,12,W000000,10,9.4,16,61.1,WF22,WF221195,"1,325.00",
,22.09.2024,,858302,12,W000000,11,10.1,14,61.4,WF22,WF221195,"1,325.00",
,22.09.2024,,858302,12,W000000,12,11.1,12,61.4,WF22,WF221195,"1,327.00",
,22.09.2024,,858302,12,W000000,13,9.4,20.8,61.4,WF22,WF221195,"1,327.00",
,22.09.2024,,858302,12,W000000,14,10.5,15.6,61.4,WF22,WF221195,"1,337.00",
,22.09.2024,,858302,12,W000000,15,10.5,16,61.3,WF22,WF221195,"1,325.00",
,22.09.2024,,858302,12,W000000,16,10.6,13.6,61.3,WF22,WF221195,"1,326.00",
,22.09.2024,,858302,12,W000000,17,10.3,20,61.4,WE22,WE221195,"1,475.00",
,22.09.2024,,858302,12,W000000,18,9.5,18.8,61.4,WF22,WF221195,"1,325.00",
,22.09.2024,,858302,12,W000000,19,9.6,20,61.2,WF22,WF221195,"1,323.00",
,22.09.2024,,858302,12,W000000,2,9.6,16,61.4,WF22,WF221195,"1,326.00",
,22.09.2024,,858302,12,W000000,20,9.6,21.6,61.2,WF22,WF221195,"1,322.00",
,22.09.2024,,858302,12,W000000,21,10.1,16,61.1,WF22,WF221195,"1,325.00",
,22.09.2024,,858302,12,W000000,22,9.8,14.4,61.1,WF22,WF221195,"1,321.00",
,22.09.2024,,858302,12,W000000,23,10,20,61.2,WF22,WF221195,"1,327.00",
,22.09.2024,,858302,12,W000000,24,10.1,14.8,61.2,WF22,WF221195,"1,325.00",
,22.09.2024,,858302,12,W000000,25,9.5,18.8,60.8,WF32,WF321195,"1,329.00",
,22.09.2024,,858302,12,W000000,3,9.5,17.2,61.4,WF22,WF221195,"1,329.00",
,22.09.2024,,858302,12,W000000,4,9.6,20,61.4,WF22,WF221195,"1,325.00",
,22.09.2024,,858302,12,W000000,5,9.5,20,61.4,WF22,WF221195,"1,331.00",
,22.09.2024,,858302,12,W000000,6,9.7,14,61.4,WF22,WF221195,"1,327.00",
,22.09.2024,,858302,12,W000000,7,10.1,10,60.1,WF32,WF321195,"1,330.00",
,22.09.2024,,858302,12,W000000,8,10.3,16,60.1,WF32,WF321195,"1,325.00",
,22.09.2024,,858302,12,W000000,9,10.6,14,61.1,WF22,WF221195,"1,328.00",
,22.09.2024,,858304,12,W000000,1,9.7,17.2,60.7,WF32,WF321195,"1,327.00",
,22.09.2024,,858304,12,W000000,10,10.5,16.8,60.2,WF32,WF321195,"1,326.00",
,22.09.2024,,858304,12,W000000,11,10.3,17.2,60.5,WF32,WF321195,"1,326.00",
,22.09.2024,,858304,12,W000000,12,10.5,16,60.5,WF32,WF321195,"1,328.00",
,22.09.2024,,858304,12,W000000,13,10.6,16,60.3,WC12,WC121195,"1,645.00",
,22.09.2024,,858304,12,W000000,14,10.6,18,60.3,WF32,WF321195,"1,320.00",
,22.09.2024,,858304,12,W000000,15,9.9,20,60.3,WF32,WF321195,"1,322.00",
,22.09.2024,,858304,12,W000000,16,10.2,20,60.3,WF32,WF321195,"1,327.00",
,22.09.2024,,858304,12,W000000,17,9.8,16.8,60.3,WF32,WF321195,"1,324.00",
,22.09.2024,,858304,12,W000000,18,10.3,20,60.3,WF32,WF321195,"1,327.00",
,22.09.2024,,858304,12,W000000,19,9.7,20,61.8,WF12,WF121195,"1,321.00",
,22.09.2024,,858304,12,W000000,2,10.4,18,60.7,WF32,WF321195,"1,329.00",
,22.09.2024,,858304,12,W000000,20,9.8,18,61.8,WF12,WF121195,"1,336.00",
,22.09.2024,,858304,12,W000000,21,9.8,20,61.7,WE12,WE121195,"1,480.00",
,22.09.2024,,858304,12,W000000,22,9.7,20,61.7,WF12,WF121195,"1,324.00",
,22.09.2024,,858304,12,W000000,23,9.7,20,61.7,WF12,WF121195,"1,322.00",
,22.09.2024,,858304,12,W000000,24,10.1,18,61.7,WF12,WF121195,"1,323.00",
,22.09.2024,,858304,12,W000000,25,9.8,18,61.7,WF12,WF121195,"1,322.00",
,22.09.2024,,858304,12,W000000,3,10.3,16.4,60.4,WF32,WF321195,"1,329.00",
,22.09.2024,,858304,12,W000000,4,9.4,18,60.4,WF32,WF321195,"1,325.00",
,22.09.2024,,858304,12,W000000,5,10.7,14,60.3,WF32,WF321195,"1,329.00",
,22.09.2024,,858304,12,W000000,6,9.8,18,60.3,WF32,WF321195,"1,332.00",
,22.09.2024,,858304,12,W000000,7,10.4,14.8,60.4,WF32,WF321195,"1,329.00",
,22.09.2024,,858304,12,W000000,8,9.8,20,60.4,WF32,WF321195,"1,324.00",
,22.09.2024,,858304,12,W000000,9,9.5,19.2,60.2,WF32,WF321195,"1,325.00",
,22.09.2024,,858306,12,W000000,1,9.5,20,61.8,WF12,WF121195,"1,325.00",
,22.09.2024,,858306,12,W000000,10,10,16.8,61.7,WF12,WF121195,"1,325.00",
,22.09.2024,,858306,12,W000000,11,10.5,16.4,61.5,WF12,WF121195,"1,319.00",
,22.09.2024,,858306,12,W000000,12,10.5,14,61.5,WF12,WF121195,"1,321.00",
,22.09.2024,,858306,12,W000000,13,10.3,16,61.5,WF12,WF121195,"1,320.00",
,22.09.2024,,858306,12,W000000,14,10.5,20,61.5,WF12,WF121195,"1,322.00",
,22.09.2024,,858306,12,W000000,15,9.9,18.4,61.5,WF12,WF121195,"1,317.00",
,22.09.2024,,858306,12,W000000,16,9.7,16,61.5,WF12,WF121195,"1,323.00",
,22.09.2024,,858306,12,W000000,17,10.1,18,61.5,WF12,WF121195,"1,319.00",
,22.09.2024,,858306,12,W000000,18,9.6,16,61,WF22,WF221195,"1,326.00",
,22.09.2024,,858306,12,W000000,19,10.4,18,61,WF22,WF221195,"1,320.00",
,22.09.2024,,858306,12,W000000,2,9.6,20,61.8,WF12,WF121195,"1,326.00",
,22.09.2024,,858306,12,W000000,20,10.3,14,61,WF22,WF221195,"1,326.00",
,22.09.2024,,858306,12,W000000,21,10.4,14,61.2,WF22,WF221195,"1,316.00",
,22.09.2024,,858306,12,W000000,22,10,10,61.2,WF22,WF221195,"1,319.00",
,22.09.2024,,858306,12,W000000,23,10.3,18,61.1,WF22,WF221195,"1,325.00",
,22.09.2024,,858306,12,W000000,24,10,12,61.1,WF22,WF221195,"1,327.00",
,22.09.2024,,858306,12,W000000,3,9.5,20,61.8,WF12,WF121195,"1,324.00",
,22.09.2024,,858306,12,W000000,4,9.2,20,61.8,WF12,WF121195,"1,321.00",
,22.09.2024,,858306,12,W000000,5,10,16,61.8,WF12,WF121195,"1,327.00",
,22.09.2024,,858306,12,W000000,6,9.5,20,61.8,WF12,WF121195,"1,323.00",
,22.09.2024,,858306,12,W000000,7,10,18,61.8,WF12,WF121195,"1,315.00",
,22.09.2024,,858306,12,W000000,8,9.9,18.8,61.8,WF12,WF121195,"1,317.00",
,22.09.2024,,858306,12,W000000,9,9.9,12,61.7,WF12,WF121195,"1,324.00",
,23.09.2024,,558267,10,W000000,1,10.2,9.2,61.3,WE20,WE200095,"1,720.00",
,23.09.2024,,558267,10,W000000,10,11.1,10,61.4,WE20,WE200095,"1,985.00",
,23.09.2024,,558267,10,W000000,11,11.3,10,61.4,WE20,WE200095,"2,055.00",
,23.09.2024,,558267,10,W000000,12,11,11.1,61.4,WE20,WE200095,"1,987.00",
,23.09.2024,,558267,10,W000000,13,11.1,13.5,61.2,WE20,WE200095,"2,050.00",
,23.09.2024,,558267,10,W000000,14,10.1,14.8,61.2,WE20,WE200095,"1,993.00",
,23.09.2024,,558267,10,W000000,15,11.3,11.6,61,WE20,WE200095,"2,050.00",
,23.09.2024,,558267,10,W000000,2,10.1,12,61.3,WE20,WE200095,"2,031.00",
,23.09.2024,,558267,10,W000000,3,10.4,14,61.2,WE20,WE200095,"2,043.00",
,23.09.2024,,558267,10,W000000,4,10.3,12.4,61.2,WF20,WF200095,"1,213.00",
,23.09.2024,,558267,10,W000000,5,10.3,12,61.1,WE20,WE200095,"2,030.00",
,23.09.2024,,558267,10,W000000,6,10.1,12,61.1,WE20,WE200095,"2,040.00",
,23.09.2024,,558267,10,W000000,7,9.9,14,61,WE20,WE200095,"1,983.00",
,23.09.2024,,558267,10,W000000,8,10.7,10,61,WE20,WE200095,"2,105.00",
,23.09.2024,,558267,10,W000000,9,11,10,61.4,WE20,WE200095,"2,045.00",
,23.09.2024,,558271,10,W000000,1,10.6,8.4,61.2,WE20,WE200095,"2,049.00",
,23.09.2024,,558271,10,W000000,10,11.4,10,61.2,WF20,WF200095,"1,400.00",
,23.09.2024,,558271,10,W000000,11,10.9,8.8,61.4,WE20,WE200095,"1,992.00",
,23.09.2024,,558271,10,W000000,12,10.8,8.4,61.4,WE20,WE200095,"2,054.00",
,23.09.2024,,558271,10,W000000,2,10.8,8.8,61.2,WE20,WE200095,"2,049.00",
,23.09.2024,,558271,10,W000000,3,11.6,9.6,61.3,WE20,WE200095,"2,069.00",
,23.09.2024,,558271,10,W000000,4,11.6,8,61.3,WE20,WE200095,"2,001.00",
,23.09.2024,,558271,10,W000000,5,11.4,8,61.3,WE20,WE200095,"2,062.00",
,23.09.2024,,558271,10,W000000,6,11.5,9.2,61.3,WE20,WE200095,"2,002.00",
,23.09.2024,,558271,10,W000000,7,11.5,9.2,61.3,WE20,WE200095,"2,060.00",
,23.09.2024,,558271,10,W000000,8,11.4,9.6,61.3,WE20,WE200095,"1,996.00",
,23.09.2024,,558271,10,W000000,9,11.3,10.4,61.2,WE20,WE200095,"2,062.00",
,23.09.2024,,658269,10,W000000,1,11.6,12.1,61.2,WE20,WE200095,"1,993.00",
,23.09.2024,,658269,10,W000000,10,11.4,10.8,60.7,WC10,WC100095,"2,039.00",
,23.09.2024,,658269,10,W000000,11,11.5,14,60.7,WC10,WC100095,"2,111.00",
,23.09.2024,,658269,10,W000000,12,11.2,11.8,60.7,WC10,WC100095,"2,048.00",
,23.09.2024,,658269,10,W000000,13,11.4,13,60.9,WC10,WC100095,"2,121.00",
,23.09.2024,,658269,10,W000000,2,11.7,11.3,61.2,WE20,WE200095,"2,051.00",
,23.09.2024,,658269,10,W000000,3,11.8,11.1,60.6,WC10,WC100095,"1,992.00",
,23.09.2024,,658269,10,W000000,4,11.7,12.6,60.6,WC10,WC100095,"2,048.00",
,23.09.2024,,658269,10,W000000,5,11.6,12.7,60.5,WC10,WC100095,"2,041.00",
,23.09.2024,,658269,10,W000000,6,11.2,7.8,60.5,WC10,WC100095,"1,980.00",
,23.09.2024,,658269,10,W000000,7,11.2,10.9,60.7,WC10,WC100095,"1,990.00",
,23.09.2024,,658269,10,W000000,8,11.3,14.5,60.7,WC10,WC100095,"2,052.00",
,23.09.2024,,658269,10,W000000,9,10.7,9.8,60.7,WC10,WC100095,"1,989.00",
,23.09.2024,,658273,10,W000000,1,10.6,8.4,61.5,WE10,WE100095,"2,053.00",
,23.09.2024,,658273,10,W000000,10,11.2,11.6,61.4,WF20,WF200095,"1,041.00",
